Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
foodCreamCheeseAOOSchematic,,,,,Cream Cheese Recipe,,,,,,,,,,,,,,
foodDoughAOOSchematic,,,,,Freshly Kneaded Dough Recipe,,,,,,,,,,,,,,
foodFlourAOOSchematic,,,,,Flour Recipe,,,,,,,,,,,,,,
foodGrandMasFamousSauceAOOSchematic,,,,,Grandma's Famous Sauce Recipe,,,,,,,,,,,,,,
foodMilkAOOSchematic,,,,,Pasteurized Milk Recipe,,,,,,,,,,,,,,
foodRawWildGameAOO,,,,, Raw Wild Game,,,,,,,,,,,,,,
foodRawWildGameAOODescs,,,,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Raw Wild Game, Carve it up on the Butcher's Table.",,,,,,,,,,,,,,
foodRawBeefAOO,,,,, Raw Beef,,,,,,,,,,,,,,
foodRawBeefAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]Butcher Table \n[abddfc]UNLOCKED BY: [ffffff] \n\n[abddfc]DESCRIPTION:[ffffff]Beef straight from the cow, ready to be butchered into specific cuts for cooking.",,,,,,,,,,,,,,
foodRawKobeBeefAOO,,,,, Raw Kobe Beef,,,,,,,,,,,,,,
foodRawKobeBeefAOOSchematic,,,,,Raw Kobe Beef Recipe,,,,,,,,,,,,,,
foodRawKobeBeefAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Raw kobe beef, ready for cooking.",,,,,,,,,,,,,,
foodRawPastaAOOSchematic,,,,,Homemade Pasta Recipe,,,,,,,,,,,,,,
foodRawPorkAOO,,,,, Raw Pork,,,,,,,,,,,,,,
foodRawPorkAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Pork straight from the pig, or boar. Ready to be butchered into specific cuts for cooking.",,,,,,,,,,,,,,
foodSugarAOOSchematic,,,,,Sugar Recipe,,,,,,,,,,,,,,
foodVegOilAOOSchematic,,,,,Vegetable Oil Recipe,,,,,,,,,,,,,,
foodWhiteRiceAOO,,,,, White Rice,,,,,,,,,,,,,,
foodWhiteRiceAOOSchematic,,,,,Steamed White Rice Recipe,,,,,,,,,,,,,,
foodWhiteRiceAOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]I'm all over that!,,,,,,,,,,,,,,
foodBagelandCreamCheeseAOOSchematic,,,,,Bagel and Cream Cheese Recipe,,,,,,,,,,,,,,
foodBreakfastBaconSandwichAOOSchematic,,,,,Breakfast Bacon Sandwich Recipe,,,,,,,,,,,,,,
foodBreakfastSausageSandwichAOOSchematic,,,,,Breakfast Sausage Sandwich Recipe,,,,,,,,,,,,,,
foodFruitPancakesAOO,,,,, Fruit Pancakes,,,,,,,,,,,,,,
foodFruitPancakesAOOSchematic,,,,,Fruit Pancakes Recipe,,,,,,,,,,,,,,
foodFruitPancakesAOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Delightfully fresh and delicious.,,,,,,,,,,,,,,
foodFullStackoPancakesAOO,,,,, Full Stack of Pancakes,,,,,,,,,,,,,,
foodFullStackoPancakesAOOSchematic,,,,,Full Stack of Pancakes Recipe,,,,,,,,,,,,,,
foodFullStackoPancakesAOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]For when one pancake just isn't enough.,,,,,,,,,,,,,,
foodPancakeAOO,,,,, Pancake,,,,,,,,,,,,,,
foodPancakeAOOSchematic,,,,,Pancake Recipe,,,,,,,,,,,,,,
foodPancakeAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Flat, yet delicious.",,,,,,,,,,,,,,
foodYogurtHotTSK_AOO,,,,, Yogurt (Hot),,,,,,,,,,,,,,
foodYogurtHotTSK_AOOSchematic,,,,, "Homemade Yogurt (Hot) Recipe",,,,,,,,,,,,,,
foodYogurtHotTSK_AOODesc,,,,, "[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Very freshly made yogurt. Place in a fridge to cool it before eating.",,,,,,,,,,,,,,
foodYogurtTSK_AOOSchematic,,,,,Homemade Yogurt (Chilled) Recipe,,,,,,,,,,,,,,
foodChickenPotPieTSK_AOOSchematic,,,,,Homemade Chicken Pot Pie Recipe,,,,,,,,,,,,,,
foodHasenpfefferTSK_AOOSchematic,,,,,Hasenpfeffer Recipe,,,,,,,,,,,,,,
foodHomemadeChickenNoodleTSK_AOOSchematic,,,,,Homemade Chicken Noodle Soup Recipe,,,,,,,,,,,,,,
foodRamenTSK_AOOSchematic,,,,,Ramen Recipe,,,,,,,,,,,,,,
foodRoyalGamePieTSK_AOOSchematic,,,,,Royal Game Pie Recipe,,,,,,,,,,,,,,
foodVenisonStewTSK_AOOSchematic,,,,,Venison Stew Recipe,,,,,,,,,,,,,,
foodBBQPorkRibsAOOSchematic,,,,,BBQ Pork Ribs Recipe,,,,,,,,,,,,,,
foodBeefChiliAOOSchematic,,,,,Beef Chili Recipe,,,,,,,,,,,,,,
foodBeefwithBroccoliAOOSchematic,,,,,Beef with Broccoli Recipe,,,,,,,,,,,,,,
foodBloominOnionAOOSchematic,,,,,Bloomin' Onion Recipe,,,,,,,,,,,,,,
foodCabbageRollsandCoffeeAOOSchematic,,,,,Cabbage Rolls and Coffee Recipe,,,,,,,,,,,,,,
foodExoticGrilledSteakTSK_AOOSchematic,,,,, "Exotic Grilled Steak Recipe",,,,,,,,,,,,,,
foodFalafelAOOSchematic,,,,,Falafel Plate Recipe,,,,,,,,,,,,,,
foodFingersFriesAOOSchematic,,,,,Chicken Fingers and Fries Recipe,,,,,,,,,,,,,,
foodFreshBBQChickenLegsAOOSchematic,,,,,BBQ Chicken Legs Recipe,,,,,,,,,,,,,,
foodFreshBaconMeatloafAOOSchematic,,,,,Bacon Meatloaf Recipe,,,,,,,,,,,,,,
foodFreshCheeseBurgerAOOSchematic,,,,,Cheeseburger Recipe,,,,,,,,,,,,,,
foodFreshHoneyGlazedHamAOOSchematic,,,,,Honey-Glazed Ham Recipe,,,,,,,,,,,,,,
foodFreshKobeBeefAOO,,,,, Fresh Kobe Beef,,,,,,,,,,,,,,
foodFreshKobeBeefAOOSchematic,,,,,Kobe Beef Recipe,,,,,,,,,,,,,,
foodFreshKobeBeefAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]It doesn't get any beefier than this, folks!",,,,,,,,,,,,,,
foodFreshSmokedSausageAOOSchematic,,,,,Smoked Sausage Recipe,,,,,,,,,,,,,,
foodFriedRiceAOOSchematic,,,,,Fried Rice Recipe,,,,,,,,,,,,,,
foodGrilledSteakAOOSchematic,,,,,Grilled Steak Recipe,,,,,,,,,,,,,,
foodJalapenoPoppersAOOSchematic,,,,,Jalapeno Poppers Recipe,,,,,,,,,,,,,,
foodJamTSK_AOO,,,,,Fruit Jam,,,,,,,,,,,,,,
foodJamTSK_AOOSchematic,,,,,Homemade Fruit Jam Recipe,,,,,,,,,,,,,,
foodJamTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Oh, jam!",,,,,,,,,,,,,,
foodJamHotTSK_AOO,,,,,Fruit Jam (Hot),,,,,,,,,,,,,,
foodJamHotTSK_AOOSchematic,,,,,Jam (Hot) Recipe,,,,,,,,,,,,,,
foodJamHotTSK_AOODesc,,,,, "[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Very freshly made fruit jam. Place in a fridge to cool before eating.",,,,,,,,,,,,,,
foodPBnJ_TSK_AOO,,,,, "PB&J",,,,,,,,,,,,,,
foodPBnJ_TSK_AOOSchematic,,,,,PB&J Recipe,,,,,,,,,,,,,,
foodPBnJ_TSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]With or without the crust, still a childhood favorite.",,,,,,,,,,,,,,
foodPizzaAOOSchematic,,,,,Pizza Recipe,,,,,,,,,,,,,,
foodSmokedChickenTSK_AOOSchematic,,,,,Smoked Chicken Recipe,,,,,,,,,,,,,,
foodSmokedFishTSK_AOOSchematic,,,,,Smoked Fish Recipe,,,,,,,,,,,,,,
foodSpaghettiandaMeataBallsAOOSchematic,,,,,Spaghetti and Meatballs Recipe,,,,,,,,,,,,,,
foodSpicyHotWingsAOOSchematic,,,,,Spicy Hot Wings Recipe,,,,,,,,,,,,,,
foodApplePieAOOSchematic,,,,,Apple Pie Recipe,,,,,,,,,,,,,,
foodBananaCreamPieAOOSchematic,,,,,Banana Cream Pie Recipe,,,,,,,,,,,,,,
foodBananaSplitTSK_AOO,,,,, Banana Split,,,,,,,,,,,,,,
foodBananaSplitTSK_AOOSchematic,,,,,Banana Split Recipe,,,,,,,,,,,,,,
foodBananaSplitTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Why was the ice cream lonely? Because the banana split.,,,,,,,,,,,,,,
foodBlueberryFrozenYogurtTSK_AOO,,,,, Blueberry Frozen Yogurt,,,,,,,,,,,,,,
foodBlueberryFrozenYogurtTSK_AOOSchematic,,,,,Blueberry Frozen Yogurt Recipe,,,,,,,,,,,,,,
foodBlueberryFrozenYogurtTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Frozen yogurt made with fresh blueberries.,,,,,,,,,,,,,,
foodBlueberryIceCreamTSK_AOO,,,,, Blueberry Ice Cream,,,,,,,,,,,,,,
foodBlueberryIceCreamTSK_AOOSchematic,,,,,Blueberry Ice Cream Recipe,,,,,,,,,,,,,,
foodBlueberryIceCreamTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Homemade ice cream made with fresh blueberries.,,,,,,,,,,,,,,
foodBlueRaspberrySnoConeTSK_AOO,,,,, "Raspberry Shaved Ice",,,,,,,,,,,,,,
foodBlueRaspberrySnoConeTSK_AOOSchematic,,,,,Raspberry Shaved Ice Recipe,,,,,,,,,,,,,,
foodBlueRaspberrySnoConeTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Ice, with some raspberry flavoring. About what you'd expect, really.",,,,,,,,,,,,,,
foodCherryPieAOOSchematic,,,,,Cherry Pie Recipe,,,,,,,,,,,,,,
foodCherrySnoConeTSK_AOO,,,,, Cherry Shaved Ice,,,,,,,,,,,,,,
foodCherrySnoConeTSK_AOOSchematic,,,,,Cherry Shaved Ice Recipe,,,,,,,,,,,,,,
foodCherrySnoConeTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Ice, with some cherry flavoring. About what you'd expect, really.",,,,,,,,,,,,,,
foodChocolateCakeTSK_AOOSchematic,,,,,Chocolate Cake Recipe,,,,,,,,,,,,,,
foodCCCDIceCreamTSK_AOO,,,,, Chocolate Chip Cookie Dough Ice Cream,,,,,,,,,,,,,,
foodCCCDIceCreamTSK_AOOSchematic,,,,,Chocolate Chip Cookie Dough Ice Cream Recipe,,,,,,,,,,,,,,
foodCCCDIceCreamTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Otherwise known as CCCDIC, because even the name is a mouthful!",,,,,,,,,,,,,,
foodChocolateIceCreamTSK_AOO,,,,, Chocolate Ice Cream,,,,,,,,,,,,,,
foodChocolateIceCreamTSK_AOOSchematic,,,,,Chocolate Ice Cream Recipe,,,,,,,,,,,,,,
foodChocolateIceCreamTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Homemade chocolate ice cream.,,,,,,,,,,,,,,
foodChocolateFrozenYogurtTSK_AOO,,,,, Chocolate Frozen Yogurt,,,,,,,,,,,,,,
foodChocolateFrozenYogurtTSK_AOOSchematic,,,,,Chocolate Frozen Yogurt Recipe,,,,,,,,,,,,,,
foodChocolateFrozenYogurtTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Homemade chocolate frozen yogurt.,,,,,,,,,,,,,,
foodChocolateMousseTSK_AOO,,,,, Chocolate Mousse,,,,,,,,,,,,,,
foodChocolateMousseTSK_AOOSchematic,,,,,Chocolate Mousse Recipe,,,,,,,,,,,,,,
foodChocolateMousseTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Light and fluffy raspberry mousse.,,,,,,,,,,,,,,
foodCoconutCreamPieAOOSchematic,,,,,Coconut Cream Pie Recipe,,,,,,,,,,,,,,
foodCoconutFrozenYogurtTSK_AOO,,,,, Coconut Frozen Yogurt,,,,,,,,,,,,,,
foodCoconutFrozenYogurtTSK_AOOSchematic,,,,,Coconut Frozen Yogurt Recipe,,,,,,,,,,,,,,
foodCoconutFrozenYogurtTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Frozen yogurt made with fresh coconut.,,,,,,,,,,,,,,
foodCoconutIceCreamTSK_AOO,,,,, Coconut Ice Cream,,,,,,,,,,,,,,
foodCoconutIceCreamTSK_AOOSchematic,,,,,Coconut Ice Cream Recipe,,,,,,,,,,,,,,
foodCoconutIceCreamTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Ice cream made with fresh coconut.,,,,,,,,,,,,,,
foodCookiesAndMilkTSK_AOO,,,,, "Cookies & Milk",,,,,,,,,,,,,,
foodCookiesAndMilkTSK_AOOSchematic,,,,,Cookies & Milk Recipe,,,,,,,,,,,,,,
foodCookiesAndMilkTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]All cookies are better with a tall glass of milk.,,,,,,,,,,,,,,
foodCreamOfTartarTSK_AOO,,,,, Cream of Tartar,,,,,,,,,,,,,,
foodCreamOfTartarTSK_AOOSchematic,,,,,Cream of Tartar Recipe,,,,,,,,,,,,,,
foodCreamOfTartarTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]An essential ingredient in snickerdoodle cookies.,,,,,,,,,,,,,,
foodDeerTracksFrozenYogurtTSK_AOO,,,,, Deer Tracks Frozen Yogurt,,,,,,,,,,,,,,
foodDeerTracksFrozenYogurtTSK_AOOSchematic,,,,,Deer Tracks Frozen Yogurt Recipe,,,,,,,,,,,,,,
foodDeerTracksFrozenYogurtTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Frozen yogurt with chunks of strawberry and chocolate. Yum!,,,,,,,,,,,,,,
foodDeerTracksIceCreamTSK_AOO,,,,, Deer Tracks Ice Cream,,,,,,,,,,,,,,
foodDeerTracksIceCreamTSK_AOOSchematic,,,,,Deer Tracks Ice Cream Recipe,,,,,,,,,,,,,,
foodDeerTracksIceCreamTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Ice cream with chunks of strawberry and chocolate. Yum!,,,,,,,,,,,,,,
foodFrostingTSK_AOO,,,,, Frosting,,,,,,,,,,,,,,
foodFrostingTSK_AOOSchematic,,,,,Homemade Frosting Recipe,,,,,,,,,,,,,,
foodFrostingTSK_AOODesc,,,,,Workstation: KitchNaid with Mixing Bowl /n Thick and sugary and ready to be whipped onto a cake!,,,,,,,,,,,,,,
foodFrozenYogurtTSK_AOO,,,,, Plain Frozen Yogurt,,,,,,,,,,,,,,
foodFrozenYogurtTSK_AOOSchematic,,,,,Plain Frozen Yogurt Recipe,,,,,,,,,,,,,,
foodFrozenYogurtTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Used as a base for many flavors of frozen yogurt.,,,,,,,,,,,,,,
foodIceCreamTSK_AOOSchematic,,,,,Plain Ice Cream Recipe,,,,,,,,,,,,,,
foodIceCreamSammieTSK_AOO,,,,, Ice Cream Sandwich,,,,,,,,,,,,,,
foodIceCreamSammieTSK_AOOSchematic,,,,,Ice Cream Sandwich Recipe,,,,,,,,,,,,,,
foodIceCreamSammieTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]A simple frozen dessert.,,,,,,,,,,,,,,
foodKittenChowTSK_AOO,,,,, Kitten Chow,,,,,,,,,,,,,,
foodKittenChowTSK_AOOSchematic,,,,,Kitten Chow Recipe,,,,,,,,,,,,,,
foodKittenChowTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Also known as muddy buddies, this chocolate-and-powdered-sugar snack is so delicious!",,,,,,,,,,,,,,
foodLemonCakeTSK_AOOSchematic,,,,,Lemon Cake Recipe,,,,,,,,,,,,,,
foodLemonSnoConeTSK_AOO,,,,, Lemon Shaved Ice,,,,,,,,,,,,,,
foodLemonSnoConeTSK_AOOSchematic,,,,,Lemon Shaved Ice Recipe,,,,,,,,,,,,,,
foodLemonSnoConeTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Ice, with some lemon flavoring. About what you'd expect, really.",,,,,,,,,,,,,,
foodLimeSnoConeTSK_AOO,,,,, Lime Shaved Ice,,,,,,,,,,,,,,
foodLimeSnoConeTSK_AOOSchematic,,,,,Lime Shaved Ice Recipe,,,,,,,,,,,,,,
foodLimeSnoConeTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Ice, with some lime flavoring. About what you'd expect, really.",,,,,,,,,,,,,,
foodMarshmallowTSK_AOO,,,,, Marshmallow,,,,,,,,,,,,,,
foodMarshmallowTSK_AOOSchematic,,,,,Homemade Marshmallow Recipe,,,,,,,,,,,,,,
foodMarshmallowTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]A light, fluffy, squishy, sugary cloud.",,,,,,,,,,,,,,
foodMolassesTSK_AOO,,,,, Molasses,,,,,,,,,,,,,,
foodMolassesTSK_AOOSchematic,,,,,Molasses Recipe,,,,,,,,,,,,,,
foodMolassesTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Definitely do not mistake this for honey.,,,,,,,,,,,,,,
foodMolassesCookieTSK_AOO,,,,, Molasses Cookies,,,,,,,,,,,,,,
foodMolassesCookieTSK_AOOSchematic,,,,,Molasses Cookies Recipe,,,,,,,,,,,,,,
foodMolassesCookieTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Dark and rich cookies.,,,,,,,,,,,,,,
foodOrangeSnoConeTSK_AOO,,,,, Orange Shaved Ice,,,,,,,,,,,,,,
foodOrangeSnoConeTSK_AOOSchematic,,,,,Orange Shaved Ice Recipe,,,,,,,,,,,,,,
foodOrangeSnoConeTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Ice, with some orange flavoring. About what you'd expect, really.",,,,,,,,,,,,,,
foodParfaitTSK_AOO,,,,, Parfait,,,,,,,,,,,,,,
foodParfaitTSK_AOOSchematic,,,,,Parfait Recipe,,,,,,,,,,,,,,
foodParfaitTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food\n\n[abddfc]DESCRIPTION:[ffffff]The dessert version of pafrait with jello, fruit, and cream.",,,,,,,,,,,,,,
foodPeachCobblerTSK_AOOSchematic,,,,,Peach Cobbler Recipe,,,,,,,,,,,,,,
foodPeanutButterTSK_AOO,,,,, Peanut Butter,,,,,,,,,,,,,,
foodPeanutButterTSK_AOOSchematic,,,,,Homemade Peanut Butter Recipe,,,,,,,,,,,,,,
foodPeanutButterTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Rich and creamy peanut butter.,,,,,,,,,,,,,,
foodPuppyChowTSK_AOO,,,,, Puppy Chow,,,,,,,,,,,,,,
foodPuppyChowTSK_AOOSchematic,,,,,Puppy Chow Recipe,,,,,,,,,,,,,,
foodPuppyChowTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Also known as muddy buddies, this chocolate-and-powdered-sugar snack is so delicious!",,,,,,,,,,,,,,
foodRaspberryFrozenYogurtTSK_AOO,,,,, Raspberry Frozen Yogurt,,,,,,,,,,,,,,
foodRaspberryFrozenYogurtTSK_AOOSchematic,,,,,Raspberry Frozen Yogurt Recipe,,,,,,,,,,,,,,
foodRaspberryFrozenYogurtTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Homemade frozen yogurt made with fresh raspberries.,,,,,,,,,,,,,,
foodRaspberryIceCreamTSK_AOO,,,,, Raspberry Ice Cream,,,,,,,,,,,,,,
foodRaspberryIceCreamTSK_AOOSchematic,,,,,Raspberry Ice Cream Recipe,,,,,,,,,,,,,,
foodRaspberryIceCreamTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Homemade ice cream made with fresh raspberries.,,,,,,,,,,,,,,
foodSmoresTSK_AOO,,,,, "S'mores",,,,,,,,,,,,,,
foodSmoresTSK_AOOSchematic,,,,,S'mores Recipe,,,,,,,,,,,,,,
foodSmoresTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]The absolute best camp snack of all time!,,,,,,,,,,,,,,
foodSnickerdoodleCookieTSK_AOO,,,,, Snickerdoodle Cookies,,,,,,,,,,,,,,
foodSnickerdoodleCookieTSK_AOOSchematic,,,,,Snickerdoodle Cookies Recipe,,,,,,,,,,,,,,
foodSnickerdoodleCookieTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Soft and gooey snickerdoodles.,,,,,,,,,,,,,,
foodSpecialBrowniesTSK_AOOSchematic,,,,,Special Chocolate Brownies Recipe,,,,,,,,,,,,,,
foodStrawberryFrozenYogurtTSK_AOO,,,,, Strawberry Frozen Yogurt,,,,,,,,,,,,,,
foodStrawberryFrozenYogurtTSK_AOOSchematic,,,,,Strawberry Frozen Yogurt Recipe,,,,,,,,,,,,,,
foodStrawberryFrozenYogurtTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Homemade frozen yogurt made with fresh strawberries.,,,,,,,,,,,,,,
foodStrawberryIceCreamTSK_AOO,,,,, Strawberry Ice Cream,,,,,,,,,,,,,,
foodStrawberryIceCreamTSK_AOOSchematic,,,,,Strawberry Ice Cream Recipe,,,,,,,,,,,,,,
foodStrawberryIceCreamTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Homemade ice cream made with fresh strawberries.,,,,,,,,,,,,,,
foodTurtleSundaeTSK_AOO,,,,, Turtle Sundae,,,,,,,,,,,,,,
foodTurtleSundaeTSK_AOOSchematic,,,,,Turtle Sundae Recipe,,,,,,,,,,,,,,
foodTurtleSundaeTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]A certain reptile is now homeless so you may have a fortifying frozen dessert. Don't tell Rodolphus!,,,,,,,,,,,,,,
foodVanillaFrozenYogurtTSK_AOO,,,,, Vanilla Frozen Yogurt,,,,,,,,,,,,,,
foodVanillaFrozenYogurtTSK_AOOSchematic,,,,,Vanilla Frozen Yogurt Recipe,,,,,,,,,,,,,,
foodVanillaFrozenYogurtTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Homemade frozen yogurt made with fresh vanilla.,,,,,,,,,,,,,,
foodVanillaIceCreamTSK_AOO,,,,, Vanilla Ice Cream,,,,,,,,,,,,,,
foodVanillaIceCreamTSK_AOOSchematic,,,,,Vanilla Ice Cream Recipe,,,,,,,,,,,,,,
foodVanillaIceCreamTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Homemade ice cream made with fresh vanilla.,,,,,,,,,,,,,,
foodWatermelonSnoConeTSK_AOO,,,,, Watermelon Shaved Ice,,,,,,,,,,,,,,
foodWatermelonSnoConeTSK_AOOSchematic,,,,,Watermelon Shaved Ice Recipe,,,,,,,,,,,,,,
foodWatermelonSnoConeTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Ice, with some watermelon flavoring. About what you'd expect, really.",,,,,,,,,,,,,,
foodChipsTSK_AOOSchematic,,,,,Chips Recipe,,,,,,,,,,,,,,
foodChipsAndSalsaTSK_AOO,,,,,Chips and Salsa,,,,,,,,,,,,,,
foodChipsAndSalsaTSK_AOOSchematic,,,,,Chips and Salsa Recipe,,,,,,,,,,,,,,
foodChipsAndSalsaTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Homemade chips and salsa - delicious!,,,,,,,,,,,,,,
foodDriedFruitAOO,,,,, Dried Fruit,,,,,,,,,,,,,,
foodDriedFruitAOOSchematic,,,,,Dried Fruit Recipe,,,,,,,,,,,,,,
foodDriedFruitAOODesc,,,,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]A sweet little snack.,,,,,,,,,,,,,,
foodFriesAOOSchematic,,,,,Fries Recipe,,,,,,,,,,,,,,
foodGelatinTSK_AOO,,,,, Gelatin,,,,,,,,,,,,,,
foodGelatinTSK_AOOSchematic,,,,,,,,,,,,,,,,,,,
foodGelatinTSK_AOODesc,,,,, "[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Very freshly made gelatin. Place in a fridge for a while before trying to use it.",,,,,,,,,,,,,,
foodJelloTSK_AOO,,,,, Jello,,,,,,,,,,,,,,
foodJelloTSK_AOOSchematic,,,,,Jello Recipe,,,,,,,,,,,,,,
foodJelloTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]It's wiggly, it's jiggly, but thankfully it is not actually alive.",,,,,,,,,,,,,,
foodOnionRingsAOOSchematic,,,,,Onion Rings Recipe,,,,,,,,,,,,,,
foodPopcornTSK_AOO,,,,, Popcorn,,,,,,,,,,,,,,
foodPopcornTSK_AOOSchematic,,,,,Popcorn Recipe,,,,,,,,,,,,,,
foodPopcornTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \\n\n[abddfc]DESCRIPTION:[ffffff]With enough salt and butter, who cares if it's stale?",,,,,,,,,,,,,,
foodRawVeggieMixAOO,,,,, Raw veg mix (obsolete),,,,,,,,,,,,,,
RawVeggieMixDesc,,,,,raw veg mix - obsolete. Make Mixed Veggies instead!,,,,,,,,,,,,,,
foodSalsaTSK_AOO,,,,,Salsa,,,,,,,,,,,,,,
